ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other
401-0743,Largymore Primary School ,Controlled,193.0,BT275BT,54.509093,-6.026521,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,138.92443989449805,63,0,130
401-0762,Brownlee Primary School ,Controlled,200.0,BT274AA,54.513033,-6.042298,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,141.4213562373095,105,11,84
401-0788,Dunmurry Primary School ,Controlled,207.0,BT179AN,54.54738,-6.004209,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,143.87494569938158,76,12,119
401-0807,Lisburn Central Primary School ,Controlled,212.0,BT281JJ,54.50666,-6.047637,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,145.60219778561037,79,25,108
401-0882,Seymour Hill Primary School ,Controlled,251.0,BT179QX,54.542758,-6.011065,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,158.42979517754858,133,6,112
401-0885,Tonagh Primary School ,Controlled,229.0,BT281DQ,54.510269,-6.055278,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,151.32745950421557,175,23,31
401-1345,Newtownards Model Primary School ,Controlled,386.0,BT234NW,54.590302,-5.709097,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,196.468827043885,215,12,159
401-1462,Castle Gardens Primary School ,Controlled,343.0,BT238SH,54.58927,-5.675735,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,185.20259177452132,175,11,157
401-1587,Dundonald Primary School ,Controlled,852.0,BT162LP,54.593022,-5.804927,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,291.89039038652845,419,48,385
401-1632,Cregagh Primary School ,Controlled,159.0,BT60FL,54.575815,-5.902118,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,126.09520212918493,96,17,46
401-1645,Crawfordsburn Primary School ,Controlled,207.0,BT191JA,54.657216,-5.725294,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,143.87494569938158,88-92,0-4,115
401-1646,Victoria Primary School ,Controlled,457.0,BT237DD,54.594511,-5.688976,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,213.7755832643195,267,13,177
401-1650,Ballyholme Primary School ,Controlled,628.0,BT205RG,54.663737,-5.638807,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,250.59928172283333,238,43,347
401-1657,Lisnasharragh Primary School ,Controlled,380.0,BT69LS,54.573232,-5.886924,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,194.93588689617928,230,17,133
401-1674,Knockbreda Primary School ,Controlled,129.0,BT60JJ,54.567645,-5.903512,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,113.57816691600549,74,13,42
401-3013,Belvoir Park Primary School ,Controlled,261.0,BT87DL,54.551432,-5.930961,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,161.55494421403512,114,26,121
401-3023,Bloomfield Primary School ,Controlled,445.0,BT197PN,54.642995,-5.657145,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,210.95023109728987,132,8,305
401-3024,Cairnshill Primary School ,Controlled,546.0,BT86RT,54.552642,-5.902086,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,233.66642891095847,241,45,260
401-3043,Leadhill Primary School,Controlled,159.0,BT69RD,54.57455,-5.873431,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,126.09520212918493,68,10,81
401-3305,Harmony Hill Primary School ,Controlled,642.0,BT274ES,54.524155,-6.034413,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,253.3771891863985,284,43,315
401-3334,Knockmore Primary School ,Controlled,244.0,BT281SA,54.508933,-6.076217,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,156.20499351813308,85,39,120
401-6002,Kilcooley Primary School ,Controlled,212.0,BT191QS,54.64734,-5.698591,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,145.60219778561037,93,0,119
401-6083,West Winds Primary School and Nursery Unit,Controlled,179.0,BT234RQ,54.580548,-5.701756,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,133.79088160259653,105,0-4,70-74
